日経平均,日足,,,
2009/11/17,9834.58,9847.64,9715.28,9729.93
2009/11/16,9784.14,9802.53,9725.81,9791.18
2009/11/13,9793.19,9805.2,9719.38,9770.31
2009/11/12,9921.45,9943.57,9788.49,9804.49
2009/11/11,9890.18,9949.71,9849.99,9871.68
2009/11/10,9904.68,9979.46,9857.1,9870.73
2009/11/9,9777.64,9845.9,9731.59,9808.99
2009/11/6,9812.73,9849.72,9767,9789.35
2009/11/5,9803.5,9825.82,9691.69,9717.44
2009/11/4,9785.28,9845,9767.91,9844.31
2009/11/2,9903.77,9904.61,9736.14,9802.95
2009/10/30,10006.84,10049.59,9984.33,10034.74
2009/10/29,9941.57,9945.41,9850.12,9891.1
2009/10/28,10182.14,10209.2,10060.39,10075.05
2009/10/27,10283.46,10290.92,10201.93,10212.46
2009/10/26,10271.84,10397.69,10250.84,10362.62
2009/10/23,10335.34,10364.17,10271.71,10282.99
2009/10/22,10251.09,10274.61,10159.66,10267.17
2009/10/21,10292.39,10350.45,10292.39,10333.39
2009/10/20,10329.3,10357.59,10307.59,10336.84
2009/10/19,10179.46,10264.44,10125.33,10236.51
2009/10/16,10276.4,10290.31,10216.14,10257.56
2009/10/15,10194.91,10272.62,10184.81,10238.65
2009/10/14,10096.01,10096.01,10016.24,10060.21
2009/10/13,10066.85,10116.72,10039.62,10076.56
2009/10/9,9893.63,10016.39,9857.39,10016.39
2009/10/8,9806.03,9863.34,9746.15,9832.47
2009/10/7,9750.24,9821.74,9735.68,9799.6
2009/10/6,9744.42,9744.42,9628.67,9691.8
2009/10/5,9733.07,9751.56,9669.31,9674.49
2009/10/2,9848.07,9852.17,9714.18,9731.87
2009/10/1,10072.64,10077.22,9965.06,9978.64
2009/9/30,10105.17,10138.04,10063.69,10133.23
2009/9/29,10089.11,10125.88,10059.87,10100.2
2009/9/28,10136.24,10151.6,9971.05,10009.52
2009/9/25,10395.45,10395.45,10228.6,10265.98
2009/9/24,10405.53,10566.98,10386.88,10544.22
2009/9/18,10379.21,10399.42,10292.5,10370.54
2009/9/17,10373.25,10443.8,10340.14,10443.8
2009/9/16,10288.72,10394.56,10247.24,10270.77
2009/9/15,10255.73,10292.47,10183.3,10217.62
2009/9/14,10388.32,10388.32,10170.74,10202.06
2009/9/11,10519.33,10522.23,10407.97,10444.33
2009/9/10,10385.35,10521.14,10382.99,10513.67
2009/9/9,10343.8,10390.25,10249.11,10312.14
2009/9/8,10353.51,10393.23,10300.5,10393.23
2009/9/7,10288.56,10326.45,10274.38,10320.94
2009/9/4,10256.49,10256.49,10143.26,10187.11
2009/9/3,10240.02,10290.83,10185.38,10214.64
2009/9/2,10378.08,10378.08,10215.6,10280.46
2009/9/1,10453.37,10577.19,10438.51,10530.06
2009/8/31,10608.16,10767,10423.9,10492.53
2009/8/28,10546.88,10560.44,10471.63,10534.14
2009/8/27,10570.78,10575.79,10400.83,10473.97
2009/8/26,10554.44,10668.74,10526.51,10639.71
2009/8/25,10515.57,10566.31,10469.69,10497.36
2009/8/24,10389.57,10591,10388.78,10581.05
2009/8/21,10375.22,10375.22,10142.22,10238.2
2009/8/20,10254.53,10407.3,10204.26,10383.41
2009/8/19,10269.97,10327.17,10195.11,10204
2009/8/18,10208.12,10325.06,10181.1,10284.96
2009/8/17,10521.02,10521.02,10268.61,10268.61
2009/8/14,10551.33,10630.38,10539.43,10597.33
2009/8/13,10508.09,10556.28,10489.12,10517.19
2009/8/12,10486.36,10526.35,10434.09,10435
2009/8/11,10514.74,10587.36,10512.21,10585.46
2009/8/10,10530.62,10585.37,10487.7,10524.26
2009/8/7,10365.71,10412.09,10249.04,10412.09
2009/8/6,10266.01,10426.14,10266.01,10388.09
2009/8/5,10405.05,10406.1,10252.53,10252.53
2009/8/4,10438.4,10479.19,10358.48,10375.01
2009/8/3,10355.23,10380.57,10322,10352.47
2009/7/31,10275.14,10359.07,10259.57,10356.83
2009/7/30,10155.71,10169.68,10067.51,10165.21
2009/7/29,10035.91,10161.95,10035.91,10113.24
2009/7/28,10116.89,10116.89,10049.63,10087.26
2009/7/27,10020.87,10179.59,10015.11,10088.66
2009/7/24,9909.4,9950.04,9863.87,9944.55
2009/7/23,9712.1,9861.29,9703.84,9792.94
2009/7/22,9642.79,9750.63,9608.77,9723.16
2009/7/21,9512.52,9652.02,9508.92,9652.02
2009/7/17,9413.86,9420.61,9360.59,9395.32
2009/7/16,9393.98,9489.67,9317.11,9344.16
2009/7/15,9307.45,9333.64,9250.73,9269.25
2009/7/14,9173.14,9284.38,9166.63,9261.81
2009/7/13,9242.13,9343.86,9050.33,9050.33
2009/7/10,9338.76,9370.15,9265.24,9287.28
2009/7/9,9342.33,9384.24,9291.06,9291.06
2009/7/8,9548.81,9557.39,9407.98,9420.75
2009/7/7,9713.62,9734.43,9619.68,9647.79
2009/7/6,9738.49,9771.76,9650.75,9680.87
2009/7/3,9751.69,9816.07,9691.16,9816.07
2009/7/2,9993.77,9993.77,9869.54,9876.15
2009/7/1,9889.34,10086.18,9874,9939.93
2009/6/30,9896.56,10000.3,9894.95,9958.44
2009/6/29,9866.28,9943.83,9748.73,9783.47
2009/6/26,9852.92,9893,9793.95,9877.39
2009/6/25,9628.18,9871.14,9619.02,9796.08
2009/6/24,9596.78,9624.41,9534.24,9590.32
2009/6/23,9695.76,9712.09,9511.45,9549.61
2009/6/22,9788.07,9887.13,9763.37,9826.27
2009/6/19,9757.85,9822.83,9703.87,9786.26
2009/6/18,9778.35,9778.35,9649.83,9703.72
2009/6/17,9705.73,9845.52,9705.73,9840.85
2009/6/16,9914.4,9941.5,9752.88,9752.88
2009/6/15,10126.55,10126.55,10029.59,10039.67
2009/6/12,10088.21,10170.82,10050.96,10135.82
2009/6/11,9992.98,10022.23,9958.98,9981.33
2009/6/10,9833.64,9991.49,9813.77,9991.49
2009/6/9,9824.17,9855.89,9755.81,9786.82
2009/6/8,9829.28,9914.07,9816.17,9865.63
2009/6/5,9752.51,9774.98,9719.14,9768.01
2009/6/4,9690.93,9743.46,9654.45,9668.96
2009/6/3,9723.82,9774.55,9718.7,9741.67
2009/6/2,9774.55,9793.47,9704.31,9704.31
2009/6/1,9517.49,9691.73,9491.26,9677.75
2009/5/29,9478.21,9522.5,9426.52,9522.5
2009/5/28,9353.33,9492.66,9353.33,9451.39
2009/5/27,9426.62,9491.13,9411.54,9438.77
2009/5/26,9364.22,9379.78,9231.93,9310.81
2009/5/25,9245.95,9402.76,9245.95,9347
2009/5/22,9156.14,9267.82,9126.69,9225.81
2009/5/21,9280.35,9286.35,9189.92,9264.15
2009/5/20,9372.72,9399.4,9311.61,9344.64
2009/5/19,9172.56,9326.75,9166.97,9290.29
2009/5/18,9167.05,9167.82,8997.74,9038.69
2009/5/15,9150.21,9272.08,9140.9,9265.02
2009/5/14,9212.3,9223.77,9052.41,9093.73
2009/5/13,9305.79,9379.47,9278.89,9340.49
2009/5/12,9358.25,9389.61,9298.61,9298.61
2009/5/11,9460.72,9503.91,9342.75,9451.98
2009/5/8,9351.4,9464.43,9349.57,9432.83
2009/5/7,9102.35,9385.7,9100.11,9385.7
2009/5/1,8848.84,9017.32,8827.13,8977.37
2009/4/30,8615.45,8844.77,8615.45,8828.26
2009/4/28,8678.28,8808.64,8493.77,8493.77
2009/4/27,8783.34,8840.53,8648.51,8726.34
2009/4/24,8832.1,8852.83,8694.92,8707.99
2009/4/23,8776.94,8860.55,8647.8,8847.01
2009/4/22,8777.53,8802.9,8683.27,8727.3
2009/4/21,8802.09,8802.09,8612.76,8711.33
2009/4/20,8899.59,8933.8,8813.72,8924.75
2009/4/17,8854.33,8953.34,8834.63,8907.58
2009/4/16,8848.43,9030,8720.62,8755.26
2009/4/15,8777.68,8800.52,8681.03,8742.96
2009/4/14,8955.9,8961.73,8749.92,8842.68
2009/4/13,8930.35,9024.45,8888.1,8924.43
2009/4/10,9041.23,9068.8,8856.69,8964.11
2009/4/9,8665.16,8920.86,8664.26,8916.06
2009/4/8,8746.73,8765.64,8556.75,8595.01
2009/4/7,8838.66,8884.45,8778.92,8832.85
2009/4/6,8856.84,8992.06,8812.36,8857.93
2009/4/3,8814.1,8884.63,8697.17,8749.84
2009/4/2,8453.73,8741.67,8449.87,8719.78
2009/4/1,8173.36,8351.91,8084.62,8351.91
2009/3/31,8199.43,8383.74,8088.45,8109.53
2009/3/30,8621.85,8651.06,8236.08,8236.08
2009/3/27,8711.72,8843.18,8626.97,8626.97
2009/3/26,8430.22,8640.28,8383.99,8636.33
2009/3/25,8499.69,8553.01,8392.56,8479.99
2009/3/24,8334.68,8504.41,8297.27,8488.3
2009/3/23,7943.14,8229.13,7922.55,8215.53
2009/3/19,8017.93,8034.09,7902.49,7945.96
2009/3/18,8006.86,8054.35,7895.28,7972.17
2009/3/17,7767.34,7967.03,7723.94,7949.13
2009/3/16,7630.2,7754.75,7630.2,7704.15
2009/3/13,7301.12,7571.45,7300.87,7569.28
2009/3/12,7320.45,7345.02,7198.25,7198.25
2009/3/11,7165.39,7393.81,7161.85,7376.12
2009/3/10,7059.77,7100.77,7021.28,7054.98
2009/3/9,7191.13,7241.02,7028.49,7086.03
2009/3/6,7328.29,7328.29,7167.07,7173.1
2009/3/5,7336.02,7532.87,7336.02,7433.49
2009/3/4,7146.71,7320.65,7104.63,7290.96
2009/3/3,7177.79,7288.14,7088.47,7229.72
2009/3/2,7454.28,7454.28,7234.96,7280.15
2009/2/27,7463.42,7589.77,7414.4,7568.42
2009/2/26,7470.6,7599.81,7433.06,7457.93
2009/2/25,7368.44,7471.03,7330.44,7461.22
2009/2/24,7266.68,7270.9,7155.16,7268.56
2009/2/23,7314.3,7417.18,7209.43,7376.16
2009/2/20,7544.07,7554.7,7382.33,7416.38
2009/2/19,7604.22,7642.69,7537.56,7557.65
2009/2/18,7539.96,7565.79,7479.18,7534.44
2009/2/17,7690.13,7710.43,7615.94,7645.51
2009/2/16,7732.68,7804.24,7694.73,7750.17
2009/2/13,7789.35,7887.74,7730.27,7779.4
2009/2/12,7842.53,7862.52,7685.68,7705.36
2009/2/10,8066.94,8124.79,7917.27,7945.94
2009/2/9,8178.07,8257.71,7969.03,7969.03
2009/2/6,8054.27,8169.04,8033.24,8076.62
2009/2/5,7985.53,8093.96,7901.04,7949.65
2009/2/4,7897.24,8084.97,7863.65,8038.94
2009/2/3,7862.95,8084.41,7800.8,7825.51
2009/2/2,7908.51,7955.75,7795.27,7873.98
2009/1/30,8142.88,8142.88,7922.39,7994.05
2009/1/29,8201.16,8305.38,8138.99,8251.24
2009/1/28,8052.25,8171.63,7936.59,8106.29
2009/1/27,7782.9,8115.15,7782.07,8061.07
2009/1/26,7714.26,7807.16,7671.04,7682.14
2009/1/23,7965.41,7965.41,7745.25,7745.25
2009/1/22,7988.3,8051.74,7809.89,8051.74
2009/1/21,7949.96,8009.22,7829.3,7901.64
2009/1/20,8187.14,8190.42,7962.46,8065.79
2009/1/19,8318.26,8351.68,8221.84,8256.85
2009/1/16,8125.2,8283.91,8067.47,8230.15
2009/1/15,8309.38,8309.38,7997.73,8023.31
2009/1/14,8425.75,8516.07,8359.16,8438.45
2009/1/13,8732.63,8732.93,8405.5,8413.91
2009/1/9,8932.71,8956.85,8773.2,8836.8
2009/1/8,9143.21,9148.83,8876.42,8876.42
2009/1/7,9133.8,9325.35,9106.05,9239.24
2009/1/6,9130.01,9171.03,9029.94,9080.84
2009/1/5,8991.21,9127.38,8987.36,9043.12
2008/12/30,8716.28,8859.56,8702.95,8859.56
2008/12/29,8726.31,8763.67,8638.6,8747.17
2008/12/26,8642.14,8740.76,8611.36,8739.52
2008/12/25,8531.51,8599.5,8531.16,8599.5
2008/12/24,8630.25,8631.83,8476.69,8517.1
2008/12/22,8602.5,8751.18,8593.76,8723.78
2008/12/19,8640.22,8743.22,8570.56,8588.52
2008/12/18,8565.16,8728.36,8534.84,8667.23
2008/12/17,8658.22,8741.24,8425.66,8612.52
2008/12/16,8608.4,8634.26,8471.24,8568.02
2008/12/15,8349.85,8700.17,8349.85,8664.66
2008/12/12,8599.12,8610.73,8087.99,8235.87
2008/12/11,8642.26,8720.55,8519.11,8720.55
2008/12/10,8376,8704.92,8376,8660.24
2008/12/9,8362.37,8499.6,8314.85,8395.87
2008/12/8,7970.69,8358.27,7959.01,8329.05
2008/12/5,7975.05,8024.33,7908.65,7917.51
2008/12/4,8030.2,8107.69,7849.84,7924.24
2008/12/3,7965.31,8056.38,7889.82,8004.1
2008/12/2,8266.32,8266.32,7863.69,7863.69
2008/12/1,8464.36,8464.36,8307.28,8397.22
2008/11/28,8400.05,8518.13,8336.57,8512.27
2008/11/27,8311.24,8458.68,8300.49,8373.39
2008/11/26,8229.72,8317.83,8149.56,8213.22
2008/11/25,8026.06,8356.83,8025.69,8323.93
2008/11/21,7600.35,7994.68,7406.18,7910.79
2008/11/20,8149.77,8149.79,7703.04,7703.04
2008/11/19,8309.35,8370.09,8115.71,8273.22
2008/11/18,8415.6,8440.41,8302.24,8328.41
2008/11/17,8366.88,8767.98,8218.82,8522.58
2008/11/14,8378.13,8689.85,8378.13,8462.39
2008/11/13,8564.47,8564.47,8148.3,8238.64
2008/11/12,8694.91,8782.48,8574.2,8695.51
2008/11/11,8965.29,9056.31,8704.56,8809.3
2008/11/10,8711.99,9106.29,8711.99,9081.43
2008/11/7,8774.49,8868.1,8266.09,8583
2008/11/6,9373.65,9380.3,8806.71,8899.14
2008/11/5,9224.05,9521.24,9216.3,9521.24
2008/11/4,8702.77,9142.29,8699.77,9114.6
2008/10/31,8958.22,9012.31,8576.98,8576.98
2008/10/30,8269.71,9030.85,8269.71,9029.76
2008/10/29,7741.52,8211.9,7741.52,8211.9
2008/10/28,7143.34,7626.42,6994.9,7621.92
2008/10/27,7568.36,7878.97,7141.27,7162.9
2008/10/24,8391.04,8391.04,7647.07,7649.08
2008/10/23,8547.79,8547.79,8016.61,8460.98
2008/10/22,9198.14,9198.14,8674.69,8674.69
2008/10/21,9139.26,9358.51,9135.41,9306.25
2008/10/20,8775.24,9038.45,8687.7,9005.59
2008/10/17,8579.57,8763.71,8539.51,8693.82
2008/10/16,9400.85,9400.85,8458.45,8458.45
2008/10/15,9390.5,9601.3,9269.49,9547.47
2008/10/14,8407.94,9455.62,8407.94,9447.57
2008/10/10,9016.34,9016.34,8115.41,8276.43
2008/10/9,9168.16,9443.45,9100.93,9157.49
2008/10/8,10011.64,10011.64,9159.81,9203.32
2008/10/7,10328.54,10363.14,9916.21,10155.9
2008/10/6,10817.27,10839.5,10374.38,10473.09
2008/10/3,11052.1,11099.73,10938.14,10938.14
2008/10/2,11423.13,11452.39,11143.79,11154.76
2008/10/1,11396.61,11456.64,11314.28,11368.26
2008/9/30,11565.7,11565.7,11160.83,11259.86
2008/9/29,11883.25,12062.67,11721.05,11743.61
2008/9/26,12026.34,12082.64,11788.73,11893.16
2008/9/25,11925.71,12025.41,11835.28,12006.53
2008/9/24,12031.98,12115.03,11904.6,12115.03
2008/9/22,12037.89,12263.95,12037.89,12090.59
2008/9/19,11631.6,11920.86,11615.2,11920.86
2008/9/18,11576.94,11577.88,11301.46,11489.3
2008/9/17,11737.62,11880.03,11708.7,11749.79
2008/9/16,12028.45,12028.45,11551.4,11609.72
2008/9/12,12256.78,12277.57,12059.09,12214.76
2008/9/11,12237.52,12259.02,12081.51,12102.5
2008/9/10,12249.14,12404.67,12159.97,12346.63
2008/9/9,12529.96,12529.96,12335.74,12400.65
2008/9/8,12359.93,12671.76,12352.35,12624.46
2008/9/5,12385.65,12385.65,12163.33,12212.23
2008/9/4,12627.64,12660.57,12514.26,12557.66
2008/9/3,12703.36,12767.5,12647.29,12689.59
2008/9/2,12779.89,12920.52,12491.07,12609.47
2008/9/1,12936.81,12940.55,12834.18,12834.18
2008/8/29,12925.45,13079.37,12918.49,13072.87
2008/8/28,12827.72,12847.46,12718.53,12768.25
2008/8/27,12734.39,12783.63,12681.98,12752.96
2008/8/26,12711.03,12801.21,12656.09,12778.71
2008/8/25,12797.54,12949.33,12797.54,12878.66
2008/8/22,12727.37,12732.69,12631.94,12666.04
2008/8/21,12885.34,12885.34,12723.83,12752.21
2008/8/20,12753.98,12923.66,12753.98,12851.69
2008/8/19,13016.5,13016.5,12782.1,12865.05
2008/8/18,12971.49,13270.37,12934.22,13165.45
2008/8/15,12991.91,13029.58,12952.21,13019.41
2008/8/14,12942.61,13090.68,12926.98,12956.8
2008/8/13,13205.64,13205.64,12953.34,13023.05
2008/8/12,13397.99,13420.1,13276.15,13303.6
2008/8/11,13259.46,13468.81,13259.46,13430.91
2008/8/8,13026.53,13259.73,12962.82,13168.41
2008/8/7,13257.99,13257.99,13034.15,13124.99
2008/8/6,13059.43,13295.51,13048.97,13254.89
2008/8/5,12957.01,13049.58,12893.34,12914.66
2008/8/4,13083.28,13113.94,12910.17,12933.18
2008/8/1,13276.57,13294.17,13039.21,13094.59
2008/7/31,13410.4,13467.67,13256.38,13376.81
2008/7/30,13267.37,13372.28,13264.08,13367.79
2008/7/29,13220.33,13220.33,13018.22,13159.45
2008/7/28,13407.36,13468.94,13327.12,13353.78
2008/7/25,13452.37,13469.83,13324.22,13334.76
2008/7/24,13411.28,13603.31,13393.57,13603.31
2008/7/23,13259.65,13388.63,13238.55,13312.93
2008/7/22,12944.56,13184.96,12921.02,13184.96
2008/7/18,12976.22,12999.64,12762.33,12803.7
2008/7/17,12889.8,12929.74,12852.93,12887.95
2008/7/16,12725.12,12815.4,12671.34,12760.8
2008/7/15,12902.13,12902.13,12715.81,12754.56
2008/7/14,13022.29,13185.9,12969.93,13010.16
2008/7/11,13063.5,13164.1,12918.22,13039.69
2008/7/10,12934.31,13139.85,12930.32,13067.21
2008/7/9,13169.89,13284.65,13038.77,13052.13
2008/7/8,13286.5,13294.97,12984.54,13033.1
2008/7/7,13212.8,13409.3,13169.55,13360.04
2008/7/4,13285.49,13288.55,13135.46,13237.89
2008/7/3,13161.78,13326.95,13118.89,13265.4
2008/7/2,13489.87,13489.87,13247.05,13286.37
2008/7/1,13514.86,13576.41,13448.35,13463.2
2008/6/30,13584.51,13598.48,13454.28,13481.38
2008/6/27,13605.26,13605.56,13453.35,13544.36
2008/6/26,13845.41,13950.56,13798.05,13822.32
2008/6/25,13820.78,13833.23,13635.68,13829.92
2008/6/24,13766.28,13877.49,13738.39,13849.56
2008/6/23,13769.44,13920.75,13667.84,13857.47
2008/6/20,14171.02,14190,13903.21,13942.08
2008/6/19,14324.71,14324.71,14069.16,14130.17
2008/6/18,14301.36,14469.99,14301.36,14452.82
2008/6/17,14387,14387,14299.67,14348.37
2008/6/16,14118.23,14369.09,14103.5,14354.37
2008/6/13,14011.12,14041.34,13810.38,13973.73
2008/6/12,14010.32,14010.32,13826.07,13888.6
2008/6/11,14137.54,14194.48,13993.57,14183.48
2008/6/10,14281.36,14308.89,13983.56,14021.17
2008/6/9,14275.34,14278.84,14117.79,14181.38
2008/6/6,14530.36,14601.27,14489.44,14489.44
2008/6/5,14392.59,14392.59,14262.02,14341.12
2008/6/4,14270.07,14435.57,14250.11,14435.57
2008/6/3,14275.61,14289.47,14127.75,14209.17
2008/6/2,14342.96,14461.03,14189.97,14440.14
2008/5/30,14195.66,14366.63,14192.17,14338.54
2008/5/29,13832.65,14147.89,13832.65,14124.47
2008/5/28,13937.14,13979.39,13665.57,13709.44
2008/5/27,13750.82,13931.23,13750.82,13893.31
2008/5/26,13875.98,13883.51,13670.92,13690.19
2008/5/23,13945.1,14157.24,13925.38,14012.2
2008/5/22,13772.65,13984.81,13658.02,13978.46
2008/5/21,14002.52,14041.24,13847.18,13926.3
2008/5/20,14220.12,14286.67,14121.92,14160.09
2008/5/19,14294.52,14343.19,14219.08,14269.61
2008/5/16,14363.62,14392.53,14194.91,14219.48
2008/5/15,14167.02,14352.84,14167.02,14251.74
2008/5/14,13961.96,14121.94,13877.4,14118.55
2008/5/13,13814.39,13976.92,13734.5,13953.73
2008/5/12,13565.91,13793.41,13540.68,13743.36
2008/5/9,13941.3,13946.51,13639.99,13655.34
2008/5/8,14008.19,14036.31,13930.28,13943.26
2008/5/7,14147.57,14208.67,14022.79,14102.48
2008/5/2,13944.26,14072.92,13944.26,14049.26
2008/5/1,13802.59,13884.63,13727.07,13766.86
2008/4/30,13802.94,13976.1,13766.24,13849.99
2008/4/28,13907.97,14003.28,13745.61,13894.37
2008/4/25,13614.53,13886.37,13614.53,13863.47
2008/4/24,13613.83,13654.78,13497.16,13540.87
2008/4/23,13455.56,13717.05,13449.04,13579.16
2008/4/22,13587.51,13608.17,13519.12,13547.82
2008/4/21,13639.85,13739.44,13639.77,13696.55
2008/4/18,13426.26,13485.04,13323.74,13476.45
2008/4/17,13315.83,13495.94,13313.06,13398.3
2008/4/16,13130.66,13222.43,13112.07,13146.13
2008/4/15,12952.65,13052.82,12875.92,12990.58
2008/4/14,13132.67,13132.67,12858.63,12917.51
2008/4/11,13061.77,13329.4,13040.35,13323.73
2008/4/10,13029.81,13062.46,12898.49,12945.3
2008/4/9,13295.16,13348.38,12998.54,13111.89
2008/4/8,13373.96,13402.91,13225.76,13250.43
2008/4/7,13240.56,13485.9,13228.86,13450.23
2008/4/4,13286.35,13360.81,13220,13293.22
2008/4/3,13190.16,13389.9,13137.1,13389.9
2008/4/2,12836.41,13189.36,12836.41,13189.36
2008/4/1,12539.8,12779.14,12521.84,12656.42
2008/3/31,12709.28,12709.28,12430.63,12525.54
2008/3/28,12594.34,12874.45,12507.68,12820.47
2008/3/27,12618.42,12621.56,12475.88,12604.58
2008/3/26,12648.97,12711.78,12591.01,12706.63
2008/3/25,12639.74,12791.24,12572.77,12745.22
2008/3/24,12473.06,12582.46,12438.2,12480.09
2008/3/21,12331.64,12496.41,12308.03,12482.57
2008/3/19,12142.33,12374.75,12142.33,12260.44
2008/3/18,11828.99,11995.06,11793.6,11964.16
2008/3/17,12089.03,12132.69,11691,11787.51
2008/3/14,12509.81,12582.57,12167.09,12241.6
2008/3/13,12741.26,12772.37,12351.72,12433.44
2008/3/12,12841.88,13071.22,12799.42,12861.13
2008/3/11,12392.31,12674.89,12352.79,12658.28
2008/3/10,12716.84,12777.07,12527.07,12532.13
2008/3/7,13024.61,13024.61,12744.52,12782.8
2008/3/6,13068.89,13365.22,13050.55,13215.42
2008/3/5,12973.03,13044.01,12919.81,12972.06
2008/3/4,13080.29,13110.39,12883.07,12992.28
2008/3/3,13412.87,13413.63,12992.18,12992.18
2008/2/29,13735.44,13738.56,13533.25,13603.02
2008/2/28,13877.88,13962.3,13794.71,13925.51
2008/2/27,14007.32,14105.47,13956.44,14031.3
2008/2/26,14036.89,14053.85,13803.46,13824.72
2008/2/25,13612.31,13969.18,13612.31,13914.57
2008/2/22,13530.19,13540.62,13378.72,13500.46
2008/2/21,13462.72,13783.97,13439.59,13688.28
2008/2/20,13729.75,13729.75,13310.37,13310.37
2008/2/19,13761.76,13853.21,13691.88,13757.91
2008/2/18,13627.31,13822.45,13627.31,13635.4
2008/2/15,13508.53,13666.68,13356.39,13622.56
2008/2/14,13254.59,13626.45,13251.86,13626.45
2008/2/13,13162.95,13240.26,13036.62,13068.3
2008/2/12,12998.87,13138.28,12923.42,13021.96
2008/2/8,13143.08,13279.52,12997.88,13017.24
2008/2/7,13077.25,13244.19,12972.55,13207.15
2008/2/6,13548.53,13552.19,13099.24,13099.24
2008/2/5,13806.17,13821.92,13665.64,13745.5
2008/2/4,13642.6,13889.24,13642.6,13859.7
2008/2/1,13517.74,13648.39,13444.08,13497.16
2008/1/31,13227.48,13622.68,13154.77,13592.47
2008/1/30,13500.52,13514.13,13271.13,13345.03
2008/1/29,13246.69,13506.81,13224.66,13478.86
2008/1/28,13482.84,13501.86,13087.91,13087.91
2008/1/25,13258.77,13647.16,13248.89,13629.16
2008/1/24,12952.5,13134.77,12952.5,13092.78
2008/1/23,12756.31,13063.78,12619.78,12829.06
2008/1/22,13125.23,13125.23,12572.68,12573.05
2008/1/21,13701.43,13704.65,13320.51,13325.94
2008/1/18,13577.5,13902.64,13365.32,13861.29
2008/1/17,13596.38,13803.08,13472.45,13783.45
2008/1/16,13796.73,13841.93,13500.59,13504.51
2008/1/15,14134.91,14224,13915.15,13972.63
2008/1/11,14419.43,14447.49,14096.54,14110.79
2008/1/10,14546.32,14584.73,14388.11,14388.11
2008/1/9,14364.71,14602.65,14271.57,14599.16
2008/1/8,14429.3,14547.8,14365.86,14528.67
2008/1/7,14549.38,14667.85,14438.61,14500.55
2008/1/4,15155.73,15156.66,14542.58,14691.41
